cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
4,20,2,9,0,5,5,1,63,3,2,2,0,0,5,3,23,2,19,3,33,0
7,18,2,8,0,5,5,0,58,3,2,1,0,0,3,3,20,1,17,3,31,1
5,12,1,12,12,9,4,0,63,5,1,0,0,0,0,2,7,1,5,1,45,0
7,12,1,11,12,9,4,0,63,5,1,0,0,0,0,2,7,1,5,1,45,1
17,163,2,101,462,68,7,2,1113,68,29,34,43,7,34,48,133,9,108,6,381,0
37,164,2,89,462,68,7,0,1113,68,29,34,43,7,36,48,133,9,108,6,381,1
22,134,4,105,41,15,35,29,760,8,15,40,11,16,78,99,190,72,124,11,400,0
38,133,3,93,43,15,34,0,758,8,15,40,11,16,78,99,188,72,123,11,396,1
27,65,2,78,0,8,9,35,347,18,4,18,21,0,74,23,55,27,45,4,185,0
39,65,1,72,0,8,9,0,347,18,4,18,21,0,74,23,55,27,45,4,185,1
35,110,1,85,410,49,9,10,470,56,9,27,10,4,91,9,80,20,72,2,155,1
8,27,1,15,28,8,2,3,111,14,3,7,2,0,9,13,7,0,6,2,90,0
5,27,1,15,28,8,2,0,111,14,3,7,2,0,9,13,7,0,6,2,90,1
91,302,2,125,10,100,4,1,1276,6,41,61,0,4,256,20,75,7,67,5,194,0
24,301,2,125,10,100,4,0,1276,6,41,61,0,4,256,20,75,7,67,5,194,1
26,83,10,47,609,44,27,2,556,28,4,12,1,3,32,35,71,2,47,6,420,0
34,83,4,47,609,44,27,0,558,28,4,12,1,3,32,35,71,2,47,6,420,1
41,38,5,161,17,12,10,7,293,7,2,2,2,2,39,9,65,7,74,6,238,0
58,36,3,115,21,12,10,0,278,6,1,2,2,2,37,6,58,7,67,6,226,1
31,68,2,53,234,33,9,0,310,14,3,15,6,1,7,2,32,3,20,5,192,0
31,66,2,53,234,33,9,0,303,13,3,14,6,1,7,2,32,3,20,5,191,1
13,10,1,27,3,3,3,1,55,0,3,0,0,0,15,3,8,0,10,2,45,0
22,82,5,62,54,16,7,0,400,4,17,11,13,2,105,34,69,44,44,7,146,0
10,42,2,45,110,25,12,5,292,24,0,8,2,0,14,9,31,8,22,3,175,0
14,16,1,11,11,6,8,0,78,7,0,4,0,0,11,0,13,2,14,4,68,0
1,6,1,7,1,2,0,0,43,0,2,0,2,0,6,0,6,0,6,2,25,0
7,40,1,25,16,9,13,0,213,14,2,15,1,6,0,41,47,6,28,4,145,0
12,29,2,17,4,4,5,12,134,6,0,4,0,4,15,28,31,20,15,3,124,0
2,4,1,2,0,2,2,0,14,2,1,0,0,0,57,57,2,0,2,2,38,0
34,84,1,122,573,39,20,25,378,11,5,11,11,1,40,6,46,10,62,4,258,0
15,51,1,45,153,18,0,0,159,21,8,11,5,0,22,12,26,11,23,3,83,0
22,48,2,70,213,26,12,7,270,19,2,8,3,0,52,27,34,17,29,4,335,0
10,12,2,15,5,7,8,0,67,2,0,1,2,0,5,2,17,3,15,2,65,0
9,26,1,27,15,7,3,0,112,12,0,2,1,0,4,1,5,0,7,2,54,0
208,563,22,522,946,102,45,0,2612,120,20,163,49,22,167,66,317,19,243,31,944,0
75,102,17,150,120,37,34,9,808,8,8,22,2,4,58,43,112,14,92,16,384,0
5,13,1,15,13,10,6,0,67,0,1,2,0,0,81,25,20,8,9,2,88,0
18,22,2,32,35,11,6,464,82,9,2,5,0,1,151,326,14,1,12,2,480,0
13,27,2,22,6,6,1,0,145,8,1,7,3,0,2,6,9,0,8,6,42,0
22,52,5,60,9,13,7,14,234,23,5,8,2,3,1,1,43,0,37,4,116,0
22,376,1,94,7698,140,15,0,1268,231,14,91,3,18,75,113,187,48,138,5,206,0
21,1093,1,370,20042,220,65,71,3884,408,18,167,36,92,447,184,508,163,205,6,506,0
11,48,1,28,21,7,6,1,246,11,2,13,0,15,1,140,108,130,63,4,107,1
4,1,2,5,0,1,0,0,12,1,0,0,0,0,1,0,1,0,1,0,19,0
6,1,1,5,0,1,0,0,12,1,0,0,0,0,1,0,1,0,1,0,19,1
13,135,1,85,276,25,3,45,447,54,20,24,2,10,5,29,75,3,63,6,191,0
26,134,1,73,276,25,3,0,443,54,20,24,1,10,5,29,75,3,63,6,188,1
16,80,4,99,7,13,16,7,405,18,5,35,4,24,89,91,120,38,77,5,178,0
35,80,3,85,7,13,16,0,404,18,5,36,4,24,89,90,119,38,76,5,177,1
36,260,3,208,984,61,24,1,935,60,25,101,8,13,26,29,234,14,190,6,276,0
52,263,4,183,984,64,25,0,963,62,25,101,8,13,26,29,237,14,194,6,284,1
6,12,1,10,4,5,1,4,65,6,1,2,4,0,0,11,15,6,14,3,76,0
6,11,1,9,4,5,1,0,63,6,1,1,4,0,0,11,15,6,14,2,76,1
82,288,2,129,3011,79,10,15,1078,102,22,93,9,17,141,49,161,17,121,5,339,1
27,62,3,97,96,22,11,2,276,9,3,8,6,2,20,12,32,1,27,6,162,0
35,61,3,94,96,22,11,0,273,9,3,8,6,2,20,12,32,1,27,6,162,1
16,29,3,39,15,12,4,12,173,19,2,3,0,1,8,10,10,6,10,3,144,0
23,29,2,36,15,12,4,0,173,19,2,3,0,1,8,10,10,6,10,3,144,1
18,35,3,48,0,11,8,10,214,4,4,8,8,1,10,15,22,5,19,4,248,0
19,35,2,48,0,11,8,0,214,4,4,8,8,1,10,15,22,5,19,4,248,1
18,86,4,64,168,30,25,1,501,10,8,14,4,9,20,25,88,15,61,9,316,0
29,86,2,62,168,30,25,0,501,10,8,14,4,9,20,25,88,15,61,9,316,1
56,183,10,208,785,57,29,6,905,42,31,43,7,22,60,114,137,65,118,15,400,0
70,183,10,201,785,57,29,0,905,42,31,43,7,22,60,114,137,65,118,15,400,1
17,159,1,100,2475,78,36,0,562,36,14,30,0,5,9,98,112,18,61,4,298,1
13,25,1,31,0,10,2,0,121,12,1,3,2,0,24,7,31,3,23,4,66,0
17,24,1,29,0,10,2,0,119,12,1,2,2,0,24,7,31,3,23,3,66,1
54,141,1,125,190,20,0,22,493,18,4,5,4,3,29,18,111,21,43,4,233,0
60,141,1,114,190,20,0,0,493,18,4,5,4,3,29,18,111,21,43,4,233,1
31,54,5,71,1,13,14,6,240,10,3,14,0,3,8,3,63,1,47,4,221,0
41,54,5,71,1,13,14,0,240,10,3,14,0,3,8,3,63,1,47,4,221,1
17,127,2,66,880,45,18,12,389,23,6,30,4,6,65,20,54,15,41,5,138,0
25,124,1,54,888,45,18,0,380,23,6,28,4,6,63,19,52,14,40,5,130,1
10,26,2,27,14,8,7,0,113,1,0,3,4,2,7,4,15,3,12,2,56,0
19,25,1,23,0,5,7,0,90,1,0,6,2,2,7,5,11,3,11,3,52,1
25,77,3,77,171,28,10,4,353,20,0,20,5,6,32,6,39,11,27,5,176,1
5,9,3,12,0,5,5,2,124,0,2,0,2,0,4,3,10,2,8,6,38,0
13,11,3,16,0,5,5,0,156,0,2,0,4,0,4,5,10,2,8,6,44,1
10,8,2,18,7,6,4,0,53,1,0,1,0,0,4,0,11,0,11,1,69,0
7,7,1,18,7,6,4,0,48,1,0,1,0,0,4,0,11,0,11,1,69,1
6,28,2,25,1,2,1,3,127,2,1,12,0,1,2,13,33,5,16,4,77,0
14,28,2,25,1,2,1,0,127,2,1,12,0,1,2,13,33,5,16,4,77,1
19,128,3,44,4693,103,8,2,794,61,1,18,0,12,13,12,24,6,18,3,1255,0
28,128,3,44,4693,103,8,0,794,61,1,18,0,12,13,12,24,6,18,3,1255,1
50,1264,17,311,22145,228,16,268,3424,579,43,173,2,42,162,74,230,14,174,11,932,0
56,1264,17,303,22145,228,16,0,3424,579,43,173,2,42,162,74,230,14,174,11,932,1
2,110,1,27,139,27,23,24,312,34,0,27,2,0,83,16,65,10,31,2,124,1
6,55,1,22,180,36,10,0,287,18,8,3,0,18,1,61,131,49,64,1,139,0
4,54,1,20,157,35,10,0,279,17,8,3,0,18,1,61,131,49,64,1,136,1
16,22,4,30,12,11,7,2,126,6,3,5,0,1,5,3,19,2,17,7,105,0
16,22,4,30,12,11,7,2,126,6,3,5,0,1,5,3,19,2,17,7,105,1
19,149,11,87,94,52,37,13,996,36,15,32,14,2,37,29,107,22,81,12,581,0
51,147,7,80,94,52,37,0,988,36,14,31,14,2,37,28,106,22,80,12,581,1
49,70,6,122,855,46,6,38,579,45,0,6,5,1,4,19,142,14,139,2,192,0
66,68,4,119,855,46,6,0,569,45,0,6,5,1,4,19,140,14,137,2,190,1
3,4,2,2,1,3,1,0,17,0,0,1,0,0,0,0,1,0,1,1,13,0
4,5,1,4,1,3,1,0,17,0,0,2,0,0,0,0,1,0,1,1,13,1
23,43,2,64,218,25,6,0,187,6,4,8,0,0,20,14,19,1,25,3,99,1
34,223,11,122,1928,95,28,12,1002,55,18,38,0,13,38,77,243,56,147,6,381,0
25,222,6,121,1928,95,28,0,999,55,18,37,0,13,38,77,243,56,147,6,380,1
9,10,3,10,18,10,5,1,55,6,0,0,0,0,3,2,6,0,6,0,40,0
10,10,3,10,18,10,5,0,55,6,0,0,0,0,3,2,6,0,6,0,40,1
4,7,2,4,3,3,0,0,30,4,0,2,0,0,2,3,3,0,2,1,22,0
9,6,1,5,3,3,0,0,27,2,0,2,0,0,2,3,3,0,2,1,22,1
109,77,34,162,55,50,24,14,944,17,0,22,0,0,42,67,68,1,87,19,304,0
111,80,33,159,55,50,26,0,965,17,0,25,0,0,42,67,71,1,88,21,308,1
13,24,2,15,0,6,4,13,85,8,2,8,0,2,14,21,20,6,9,2,60,0
12,23,1,14,0,6,4,0,81,8,2,7,0,2,14,21,20,6,9,2,60,1
12,21,2,27,0,7,6,0,73,2,3,10,0,0,615,720,9,0,9,3,1148,1
15,28,4,21,4,5,0,0,264,11,3,18,0,5,17,7,22,3,12,4,78,0
11,27,2,21,4,5,0,0,258,10,3,17,0,5,17,7,22,3,12,4,78,1
4,45,1,19,258,25,16,3,205,26,8,9,1,0,17,0,16,1,27,4,114,0
12,44,1,18,258,25,16,0,205,26,8,8,1,0,17,0,16,1,27,4,114,1
26,151,3,94,1211,58,28,0,806,29,11,50,0,12,13,110,121,22,63,5,418,0
25,151,2,92,1227,58,28,0,808,29,11,50,0,12,13,110,123,22,64,5,419,1
119,495,21,420,668,84,37,41,2019,101,19,143,44,13,136,57,266,16,198,21,711,0
153,491,16,368,652,83,37,0,2012,100,19,143,44,14,137,56,264,16,198,21,711,1
9,20,2,76,1,3,0,2,146,7,3,11,0,0,12,7,18,0,15,3,84,0
13,20,2,72,1,3,0,0,151,7,3,11,0,0,12,10,21,0,17,3,85,1
70,61,21,57,100,31,25,12,398,19,14,7,0,13,5,38,82,17,66,9,231,1
9,7,1,7,15,6,0,2,26,4,0,0,0,0,0,0,1,0,1,1,94,0
6,7,1,6,15,6,0,0,26,4,0,0,0,0,0,0,1,0,1,1,94,1
27,83,2,134,10,26,27,17,460,20,0,25,2,5,15,32,62,11,59,4,189,0
40,82,2,124,10,26,27,0,458,20,0,25,2,5,14,32,62,11,59,4,188,1
11,73,1,55,9,10,2,2,189,5,2,11,2,4,12,3,38,3,19,6,70,0
25,73,1,51,9,10,2,0,189,5,2,11,2,4,12,3,38,3,19,6,70,1
13,28,1,11,0,3,7,0,107,14,1,6,0,0,7,12,20,4,20,3,43,0
11,28,1,11,0,3,7,0,107,14,1,6,0,0,7,14,20,2,20,3,43,1
49,330,21,194,2074,92,70,64,1632,75,21,96,9,34,99,81,277,58,199,8,791,0
103,330,13,168,2074,92,70,0,1632,75,21,96,9,34,99,81,277,58,199,8,791,1
51,161,10,127,4,84,18,1,637,33,2,48,1,6,4,55,89,11,53,9,302,1
17,101,2,93,203,27,13,4,456,28,8,34,7,2,11,39,117,4,78,6,119,0
24,95,2,80,203,27,13,0,433,28,6,33,6,2,10,38,113,3,75,6,111,1
49,847,2,422,18325,228,27,35,3705,175,57,154,110,19,413,141,588,155,349,7,759,0
86,847,2,364,18325,228,27,0,3705,175,57,154,110,19,413,141,588,155,349,7,760,1
18,17,4,22,21,9,11,6,102,10,1,2,0,0,20,0,39,0,17,1,62,0
18,16,3,22,21,9,11,0,102,10,1,1,0,0,19,0,39,0,17,1,62,1
46,139,5,84,110,31,36,16,745,15,13,33,7,17,27,53,118,20,83,7,438,0
64,139,5,79,110,31,36,0,745,15,13,33,7,17,27,53,118,20,83,7,438,1
38,110,5,68,61,15,10,23,575,8,21,37,7,28,119,110,185,42,142,10,251,0
37,110,2,66,61,15,10,0,575,8,21,37,7,28,119,110,185,42,142,10,251,1
5,53,2,33,51,14,10,7,173,11,3,18,0,3,9,13,32,8,25,3,99,1
9,8,2,6,8,8,1,1,35,4,0,0,0,0,0,0,1,0,1,0,27,0
9,7,1,5,9,7,1,0,32,3,0,0,0,0,0,0,1,0,1,0,26,1
20,52,2,42,74,13,6,1,256,7,2,23,1,4,3,2,38,1,32,4,195,0
27,51,1,41,74,13,6,0,256,7,2,23,1,4,3,2,38,1,32,4,195,1
12,59,2,68,82,17,7,7,230,21,6,12,5,2,17,11,48,17,46,6,103,0
18,62,3,68,82,19,8,0,259,21,7,12,5,2,17,11,49,17,44,6,114,1
12,16,3,16,25,11,3,0,92,0,0,3,0,0,6,0,4,3,4,1,136,0
12,16,2,16,25,11,3,0,92,0,0,3,0,0,6,0,4,3,4,1,136,1
21,77,7,100,46,25,24,11,655,10,13,11,4,3,52,17,94,14,63,10,272,0
52,76,5,86,46,25,24,0,645,10,13,10,4,3,52,17,94,14,63,10,272,1
4,60,2,54,189,27,5,28,245,25,0,9,4,2,46,9,25,5,15,3,192,1
20,14,3,41,22,9,1,0,85,2,1,0,0,2,18,1,7,2,7,1,81,0
19,13,2,37,19,8,1,0,81,2,1,0,0,2,18,1,7,2,7,1,80,1
171,432,4,243,60726,352,9,302,3523,419,0,29,0,4,81,30,64,0,103,3,1558,0
200,432,4,201,60726,352,9,0,3523,419,0,29,0,4,81,30,64,0,103,3,1558,1
74,12,2,28,53,11,1,0,102,0,0,0,0,0,2,0,3,0,3,1,53,0
76,12,1,27,53,11,1,0,101,0,0,0,0,0,2,0,3,0,3,1,50,1
60,54,4,141,50,17,4,29,421,23,4,5,1,0,93,1,56,1,56,3,184,0
57,54,2,125,50,17,4,0,421,23,4,5,1,0,93,1,56,1,56,3,184,1
16,34,1,90,22,13,16,14,200,12,1,2,5,0,21,4,47,9,64,3,138,0
27,42,1,83,83,19,17,0,216,16,1,2,5,0,23,5,47,11,68,3,149,1
29,144,9,102,1519,79,45,1,683,47,0,32,0,0,9,18,71,3,61,4,255,0
12,49,1,28,21,7,6,0,247,11,2,13,0,15,1,140,109,130,64,4,109,0
35,68,6,88,91,38,27,9,447,28,5,12,4,0,17,9,43,2,42,8,213,0
81,289,2,134,3011,79,10,19,1080,102,22,94,9,17,141,49,161,17,121,5,339,0
9,12,2,17,3,3,2,2,52,2,1,3,0,0,6,4,11,0,11,4,79,0
17,159,2,114,2475,78,36,3,568,36,14,30,0,5,9,98,112,18,61,4,298,0
70,345,62,440,4255,155,31,39,2261,52,45,42,11,7,237,112,296,53,214,17,1090,0
25,79,4,79,194,30,10,4,379,20,0,20,5,6,32,6,39,11,27,5,189,0
21,73,2,121,0,17,17,39,358,9,4,16,11,3,75,16,79,29,69,4,243,0
2,111,1,27,135,27,23,24,312,34,0,28,2,0,83,16,65,10,31,2,124,0
91,383,66,339,1569,101,47,20,1855,61,18,85,26,17,248,60,248,76,168,34,777,0
23,44,2,64,218,25,6,0,192,6,4,8,1,0,21,14,19,1,25,4,102,0
16,290,5,152,941,143,4,106,1277,175,38,38,0,8,55,90,122,21,113,5,715,0
13,21,1,27,0,7,6,0,73,2,3,10,0,0,615,720,9,0,9,3,1148,0
16,5,1,0,8,5,4,0,22,4,0,0,0,0,2,0,4,0,4,0,31,0
59,61,8,55,100,31,25,0,398,19,14,7,0,13,5,38,82,17,66,9,231,0
10,5,1,14,0,1,2,1,35,2,1,3,0,0,0,7,16,3,14,2,33,0
41,161,7,125,4,84,18,0,637,33,2,48,1,6,4,55,89,11,53,9,302,0
17,98,2,91,1061,47,5,19,403,47,2,23,9,1,18,9,40,4,32,6,177,0
9,53,1,32,47,14,12,0,175,11,3,18,0,3,7,16,32,8,25,3,99,0
28,54,5,70,150,28,41,7,356,6,1,15,0,0,18,19,82,3,64,3,218,0
38,159,12,104,1144,73,32,19,943,40,1,56,1,0,11,30,78,11,54,7,258,1
217,484,4,219,72390,384,8,0,3888,466,0,33,8,3,89,35,66,1,102,3,1740,0
217,484,4,219,72390,384,8,0,3888,466,0,33,8,3,89,35,66,1,102,3,1740,1
26,146,1,178,344,48,11,4,586,40,15,39,1,18,29,73,96,38,87,3,203,0
42,144,1,174,344,48,11,0,581,40,14,38,1,18,29,73,95,38,86,3,202,1
7,13,1,6,78,13,0,0,131,8,0,0,0,0,0,0,0,0,0,0,63,0
6,13,1,4,78,13,0,0,131,8,0,0,0,0,0,0,0,0,0,0,62,1
26,72,7,104,253,32,14,2,394,27,4,9,6,2,32,31,73,6,67,7,230,0
50,69,7,96,228,31,14,0,386,25,3,9,6,2,32,31,73,6,67,7,228,1
27,174,2,120,396,32,8,26,651,45,17,68,9,31,67,90,115,26,79,6,269,0
37,172,1,102,365,31,8,0,630,45,17,68,9,31,57,90,115,22,79,6,260,1
11,56,4,37,158,24,12,1,324,11,6,14,6,1,18,1,36,8,30,3,347,1
25,9,6,11,1,5,10,0,61,2,0,0,0,0,15,6,13,0,13,1,116,0
24,9,3,11,1,5,10,0,61,2,0,0,0,0,15,6,13,0,13,1,116,1
97,115,12,231,73,61,4,16,837,60,9,18,8,1,31,43,117,9,116,18,392,0
125,116,12,226,73,61,4,0,843,61,9,19,8,1,31,43,117,9,116,18,393,1
44,225,12,100,483,55,43,27,1026,30,11,59,0,21,11,77,203,62,119,10,439,0
40,221,9,94,487,55,43,0,1026,30,11,57,0,19,11,77,203,62,119,10,439,1
7,12,2,9,4,6,5,6,80,9,0,2,0,1,6,8,11,7,10,2,74,0
12,12,2,8,4,6,5,0,80,9,0,2,0,1,6,8,11,7,10,2,74,1
16,12,20,4,2,7,0,0,84,1,1,1,0,1,3,1,2,0,1,4,74,0
11,11,4,4,2,6,0,0,72,1,1,1,0,1,2,1,2,0,1,4,59,1
14,18,1,22,11,10,12,0,95,5,1,2,2,3,5,3,18,3,18,3,58,1
41,38,9,71,56,25,14,2,275,4,0,6,0,0,0,13,33,2,24,8,166,0
44,38,8,70,56,25,14,0,274,4,0,6,0,0,0,13,33,2,24,8,166,1
6,8,2,13,0,3,3,9,58,1,0,1,2,0,10,6,20,0,13,1,52,0
13,6,1,10,0,2,3,0,46,1,0,1,1,0,9,6,20,0,13,1,49,1
41,60,2,94,0,12,12,7,283,10,9,12,4,0,12,5,41,2,46,6,164,0
38,53,2,88,0,12,12,0,270,10,7,10,4,0,11,5,39,2,44,6,159,1
0,12,1,4,19,10,5,0,77,6,0,0,0,0,2,3,7,0,7,1,27,0
4,12,1,3,19,10,5,0,77,6,0,0,0,0,4,1,7,0,7,1,27,1
59,226,8,130,1592,70,86,7,1018,66,5,55,4,12,23,129,193,12,143,4,354,0
74,226,7,119,1592,70,84,0,1016,66,5,55,4,12,21,129,191,12,141,4,353,1
24,9,3,11,1,5,10,0,61,2,0,0,0,0,15,6,13,0,13,1,116,1
20,75,6,52,229,35,23,6,393,27,3,15,3,2,13,8,47,9,33,4,344,0
33,73,5,48,229,35,23,0,384,27,3,14,3,2,13,8,45,9,31,4,343,1
24,73,4,61,148,23,21,0,352,1,2,22,3,6,12,42,48,13,35,5,257,0
21,70,3,60,150,23,20,0,343,1,2,20,3,6,12,41,45,13,34,5,253,1
13,59,1,19,1596,57,0,57,587,58,0,2,0,0,23,26,0,1,0,1,362,0
33,59,1,18,1596,57,0,0,587,58,0,2,0,0,23,26,0,1,0,1,362,1
7,32,3,18,29,12,7,1,216,5,2,4,0,2,9,6,16,6,11,8,159,0
7,30,2,16,29,12,6,0,199,4,1,6,0,2,8,6,11,6,8,7,149,1
6,57,1,7,673,38,2,2,121,16,1,10,1,0,2,5,5,0,5,2,134,0
16,57,1,6,673,38,2,0,121,16,1,10,1,0,2,5,5,0,5,2,134,1
17,44,2,42,55,11,0,3,181,8,2,17,0,9,14,13,42,5,32,3,155,1
90,143,5,160,446,51,20,40,995,61,7,30,8,13,38,4,143,8,111,7,439,0
77,143,3,154,446,51,22,0,1002,61,7,30,8,13,39,4,147,8,113,7,443,1
16,159,2,128,105,15,0,1,549,46,1,80,1,16,113,2,102,0,76,5,91,0
15,159,1,126,105,15,0,0,549,46,1,80,1,16,113,2,102,0,76,5,91,1
58,344,5,149,8614,208,3,1,1747,246,32,28,0,7,58,93,119,29,106,5,793,0
57,344,5,149,8614,208,3,0,1747,246,32,28,0,7,58,93,119,29,106,5,793,1
11,53,3,45,31,12,13,3,293,0,0,25,1,11,33,50,68,17,36,3,152,0
13,53,2,44,31,12,13,0,293,0,0,25,1,11,33,50,68,17,36,3,152,1
51,316,2,158,1186,98,44,1,762,65,0,96,3,4,128,38,97,51,88,2,326,0
47,315,2,151,1186,98,44,0,761,64,0,95,3,4,128,38,97,51,88,2,326,1
13,15,2,30,0,5,6,0,59,7,1,3,0,0,4,0,15,2,15,3,62,1
54,140,1,124,190,20,0,22,493,18,4,5,4,3,31,18,111,22,43,4,238,0
60,141,1,114,190,20,0,0,493,18,4,5,4,3,29,18,111,21,43,4,233,1
6,23,1,55,55,11,0,25,114,12,4,5,0,3,46,14,33,17,35,2,79,0
9,23,1,50,55,11,0,0,114,12,4,5,0,3,46,14,33,17,35,2,79,1
12,32,17,14,19,19,6,4,259,19,0,3,0,0,2,6,15,6,15,6,153,0
17,33,4,13,19,19,5,0,249,19,0,4,0,2,2,8,13,6,11,6,118,1
9,86,1,55,10,16,10,7,339,26,5,18,4,5,31,10,57,10,42,5,187,0
18,85,1,44,10,16,10,0,337,26,5,18,4,5,31,10,57,10,42,5,187,1
35,27,3,41,44,15,11,0,189,0,2,2,0,0,1,4,42,0,43,3,111,0
33,26,2,38,44,15,11,0,186,0,2,2,0,0,1,4,42,0,43,3,111,1
8,21,5,18,13,14,5,4,176,14,1,2,1,0,4,1,8,1,6,5,87,1
20,32,1,29,0,9,3,0,179,10,3,10,5,1,12,4,21,4,16,3,87,0
19,31,1,24,0,9,3,0,173,10,3,10,5,1,12,4,19,4,15,3,85,1
28,42,1,89,213,22,4,3,223,22,2,2,4,0,12,6,29,3,27,3,142,0
44,42,1,90,190,21,4,0,223,21,2,2,4,0,13,10,32,3,30,3,142,1
14,41,2,50,229,23,7,0,209,16,4,4,0,3,72,3,26,25,23,4,189,0
17,41,1,47,229,23,7,0,209,16,4,4,0,3,72,3,26,25,23,4,189,1
17,181,1,92,956,57,18,8,635,49,20,34,15,3,10,25,96,13,79,4,152,0
28,181,1,85,956,57,18,0,636,49,20,34,15,3,10,26,96,13,79,4,152,1
10,16,3,41,0,2,2,0,77,1,0,5,1,0,0,3,5,0,5,3,29,0
11,16,3,41,0,2,2,0,77,1,0,5,1,0,0,3,5,0,5,3,29,1
4,25,2,12,23,10,4,1,127,13,3,3,0,4,1,3,13,1,10,2,159,1
10,32,3,23,73,19,21,4,176,2,3,4,0,7,1,88,51,33,32,1,105,0
10,30,2,23,73,19,21,0,170,2,3,2,0,7,1,84,49,33,32,1,105,1
39,74,10,118,248,40,30,4,441,12,7,3,1,3,17,21,75,4,60,4,266,0
44,74,7,115,248,40,30,0,442,12,7,3,1,3,17,21,75,4,60,4,266,1
3,164,1,20,0,19,12,38,596,17,23,44,0,17,6,210,189,116,76,4,462,0
7,162,1,20,0,19,12,0,599,17,23,44,0,15,6,207,189,113,76,4,447,1
6,49,2,29,90,16,4,0,160,3,6,14,0,2,4,42,26,5,17,4,80,0
5,49,1,29,90,16,4,0,159,3,6,14,0,2,4,42,26,5,17,4,80,1
24,66,2,69,45,10,0,0,244,25,3,28,0,9,5,20,54,5,45,5,115,0
21,56,1,64,28,8,0,0,205,21,3,26,0,3,5,20,46,5,41,5,104,1
7,35,1,24,0,3,25,0,96,0,3,2,0,0,74,0,11,2,32,4,158,1
1,11,2,4,0,11,3,0,48,3,0,0,0,2,0,0,12,6,5,0,31,0
1,11,1,4,1,11,3,0,48,3,0,0,0,2,0,0,12,6,5,0,31,1
37,90,9,103,66,21,16,7,516,24,10,33,2,4,28,15,92,20,75,7,275,0
40,90,4,96,66,21,16,0,516,24,10,33,2,4,28,15,92,20,75,7,275,1
18,35,8,39,21,14,9,3,244,12,4,10,2,2,9,12,38,8,28,7,205,0
32,34,5,37,21,14,9,0,241,11,4,9,2,2,9,12,38,8,28,7,205,1
3,6,2,5,1,3,4,0,34,0,0,3,0,0,0,4,8,10,7,1,28,0
4,6,1,5,1,3,4,0,34,0,0,3,0,0,0,4,8,10,7,1,28,1
18,13,1,16,21,7,0,4,79,6,0,1,1,0,31,1,18,6,11,2,105,0
17,13,1,16,21,7,0,0,79,6,0,1,1,0,31,1,18,6,11,2,105,1
7,7,2,12,3,3,0,0,37,1,0,2,0,0,15,2,9,3,6,1,68,1
21,94,1,112,78,13,0,1,335,20,20,41,1,3,0,0,58,0,57,6,87,0
26,94,1,109,78,13,0,0,335,20,20,41,1,3,0,0,58,0,57,6,87,1
9,61,3,48,55,17,41,101,392,13,5,6,0,1,37,23,50,0,49,4,193,0
21,61,3,48,55,17,41,0,392,13,5,6,0,1,37,23,50,0,49,4,193,1
9,35,2,19,54,16,3,3,118,14,4,7,1,1,5,17,40,1,30,2,55,0
12,35,1,18,62,16,3,0,123,15,4,6,2,1,5,17,40,1,30,2,56,1
11,35,2,26,561,34,0,0,109,29,0,1,0,0,0,0,0,0,0,1,53,0
9,35,1,26,561,34,0,0,109,29,0,1,0,0,0,0,0,0,0,1,53,1
3,7,4,10,3,6,1,0,32,3,1,0,0,0,0,0,1,0,1,1,33,0
7,5,1,4,0,5,1,0,27,3,0,0,0,0,0,0,1,0,1,0,30,1
8,1,1,1,0,1,9,1,23,0,0,0,0,0,10,1,3,0,9,0,40,1
13,28,3,28,1,13,13,9,149,4,0,6,1,0,11,7,26,6,21,3,121,0
12,28,2,27,1,13,13,0,150,4,0,6,1,0,11,7,26,6,21,3,121,1
44,278,9,134,1422,84,47,0,1154,53,11,75,0,26,11,82,243,61,158,10,538,0
44,276,9,133,1422,84,47,0,1152,52,11,75,0,26,11,82,243,61,158,10,538,1
18,59,2,62,0,4,5,2,147,8,1,27,0,4,30,18,34,3,35,3,61,0
20,58,1,60,0,4,5,0,146,8,1,26,0,4,30,18,33,3,34,3,60,1
46,78,2,119,0,18,18,0,381,10,4,17,12,3,86,18,83,31,73,4,255,0
46,78,2,120,0,18,18,0,382,9,4,17,12,3,84,18,83,31,73,4,254,1
47,315,2,151,1186,98,44,0,761,64,0,95,3,4,128,38,97,51,88,2,326,0
47,315,2,151,1152,98,44,0,762,64,0,95,3,4,128,38,98,51,88,2,326,1
22,6,1,24,6,5,6,0,88,6,0,0,0,0,17,0,14,0,19,3,93,0
45,159,6,102,1128,73,32,0,950,40,1,56,1,0,11,30,79,11,54,7,259,0
8,26,2,13,81,15,2,0,68,13,1,6,0,1,1,0,6,1,6,2,42,0
30,56,4,30,158,24,12,0,324,11,6,14,6,1,18,1,36,8,30,3,347,0
24,186,3,140,394,33,1,38,839,56,14,65,0,5,59,67,171,36,133,10,277,0
17,21,1,22,11,10,12,0,107,5,1,4,2,3,5,6,22,3,19,5,59,0
17,10,6,14,9,10,4,1,77,3,0,0,0,0,0,0,7,0,6,0,55,0
24,9,3,11,1,5,10,0,61,2,0,0,0,0,15,6,13,0,13,1,116,0
